,Artist,Song Name,GPE,Line,Line Before,Line After
171,Nicki Minaj,Fuckin’ Problems,Dubai,All the way out to Dubai,Even if that nigga flew me and my bitches,"Pussy, you dry, pussy ass nigga, you lie"
172,Nicki Minaj,Fuckin’ Problems,Basqui,"Art on the wall, Basqui, fuck who see","Bitch I\'m me, hundred on the wrist, I ski",Look at you fake dope dealers
173,Nicki Minaj,Fuckin’ Problems,Jamaica,"He said he came from Jamaica, he owned a couple acres","I still love647Embed"", 'High School Lyrics[Verse 1: Nicki Minaj]",A couple fake visas \'cause he never got his papers
174,Nicki Minaj,Fuckin’ Problems,Belgium,"Took him out to Belgium, welcome","Anyway, I felt him, helped him, put him on lock, seat belt him","Bitches this pretty, that\'s seldom"
175,Nicki Minaj,Fuckin’ Problems,New York,"When you was in New York, you was fuckin\' a Yankee","Excuse me, honey, but nobody\'s in my lane","I was fuckin\' with base, I was pitchin\' to Franky"
176,Nicki Minaj,Fuckin’ Problems,New York,"When you was in New York, you was fuckin\' a Yankee","Excuse me, honey, but nobody\'s in my lane","I was fuckin\' with base, I was pitchin\' to Franky"
177,Nicki Minaj,Fuckin’ Problems,Queens,I be out in Queens on the back of four-,Fuck is my MAC concealer?,"Whee-whee-whee-whee-whee-whee-wheelers, I\'m a big deal"
178,Nicki Minaj,Fuckin’ Problems,Hahahahahaha,Hahahahahaha,[Outro: Nicki Minaj],"I told you, I told you before"
179,Nicki Minaj,Fuckin’ Problems,L.A.,"No, I\'m not Nipsey, not from L.A., but I got keys to the city",I got six cars and I also got rentals and all of \'em tinted,"I fuck it, I suck it, I beat it down, then she beat me to the ceilin\'"
180,Nicki Minaj,Fuckin’ Problems,New York,Balling in New York like a motherfucking Knick,Young rich nigga hittin\' million dollar licks,"You better have them racks, you ever want to hear me spit"
181,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon"
182,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon","Like a dungeon dragon, like a dungeon dragon"
183,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Like a dungeon dragon, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon"
184,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon"
185,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon","Like a dungeon dragon, like a dungeon dragon"
186,Nicki Minaj,Fuckin’ Problems,Earth,Every last woman on Earth I\'ll kill off,"You don\'t like it, then peel off, bitch","And I still wouldn\'t fuck you, slut"
187,Nicki Minaj,Fuckin’ Problems,Brooklyn,Got some niggas out in Brooklyn that\'ll off your top,"Well, bitch, if you ain\'t shittin\', then get off the pot","I hear the mumblin\', I hear the cacklin\'"
188,Nicki Minaj,Fuckin’ Problems,Vatican,"Overseas, church, Vatican","I got \'em scared, shook, panickin\'","You at a standstill, mannequin"
189,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon"
190,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon","Like a dungeon dragon, like a dungeon dragon"
191,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Like a dungeon dragon, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon"
192,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon"
193,Nicki Minaj,Fuckin’ Problems,rah,"Rah, rah, rah, like a dungeon dragon","Rah, rah, rah, like a dungeon dragon","Like a dungeon dragon, like a dungeon dragon"
194,DMX,Where the Hood At?,Y.O.,"Yeah, nigga, ask niggas on my projects (Yo, Y.O.)",By his fuckin' self and be good (Good),"When the last time they seen dog, motherfucker (Not too long ago, baby)"
195,DMX,Where the Hood At?,Marina,"Marina (Uh), Selena (Uh), Katrina (Uh), Sabrina (Uh)","Tonya, Diane, Lori, and Carla (Okay)","About three Kims (What?), LaToya and Tina (Woo)"
196,DMX,Where the Hood At?,Tracie,"Stacy, Tracie, Rohna and Ronda (What?)","Kelly, Nicole, Angel, Juanita (Damn)","Donna, Yolanda (What?), Tawana, and Wanda (What?)"
197,DMX,Where the Hood At?,New York,"Like you don\'t know what our style is, New York niggas the wildest","I resort to violence, my niggas move in silence","My niggas is with it, you want it? Come and get it"
198,DMX,Where the Hood At?,Ravine,"Rob niggas on Ravine, don\'t make it a murder scene","I guess you know what that mean, come up off that green","Give a dog a bone, leave a dog alone"
199,DMX,Where the Hood At?,Yonkers,"I don\'t know nobody up here, y\'all don\'t fuck with nobody up here, and I ain\'t been fucking with nobody here, I don\'t know nobody in fucking Yonkers","No, you explain it to me, bitch, you know what I\'m talking about","Lying-ass bitch, you ain\'t shit"
200,DMX,Where the Hood At?,Baltimore,"Like Baltimore, if you ain\'t tryin\' to go you blow","With this Y and you don\'t know, you slow",I soak up all the pain and accept it in silence
201,DMX,Where the Hood At?,Yonkers,"Yonkers, the Bronx (Uh), Brooklyn, Harlem (Come on)","The problems, the things we use to solve \'em (What?)","The hurt, the pain, the dirt, the rain (Uh)"
202,DMX,Where the Hood At?,Bronx,"Yonkers, the Bronx (Uh), Brooklyn, Harlem (Come on)","The problems, the things we use to solve \'em (What?)","The hurt, the pain, the dirt, the rain (Uh)"
203,DMX,Where the Hood At?,Brooklyn,"Yonkers, the Bronx (Uh), Brooklyn, Harlem (Come on)","The problems, the things we use to solve \'em (What?)","The hurt, the pain, the dirt, the rain (Uh)"
204,DMX,Where the Hood At?,Harlem,"Yonkers, the Bronx (Uh), Brooklyn, Harlem (Come on)","The problems, the things we use to solve \'em (What?)","The hurt, the pain, the dirt, the rain (Uh)"
205,DMX,Where the Hood At?,condominiums,"In condominiums, overlooking our drug capers","Yo, ayo let's get papers and pop Mo' with hoes up in skyscrapers","New York City, know only way to play is gritty"
206,DMX,Where the Hood At?,New York City,"New York City, know only way to play is gritty","In condominiums, overlooking our drug capers","I want cheddar, so we can front up in the 850"
207,DMX,Where the Hood At?,Ma$e,"Ayo, Ma$e and The LOX",[Verse 2: Ma$e],We taking knots from the out of state spots
208,DMX,Where the Hood At?,Rikers,"The Rikers, Sing Sing alumni",Who stay dumb high from blunt lye,Who got more beef than a Islamic farm
209,DMX,Where the Hood At?,Costa,"Never turned down chocha, be in the Costa","Yo, check out the kid that get coke like Sosa","Rica, sipping margaritas with a mami"
210,DMX,Where the Hood At?,Rica,"Rica, sipping margaritas with a mami","Never turned down chocha, be in the Costa","Cleaning my Tommy, showing love to my army"
211,DMX,Where the Hood At?,Sugar Hill,Like Ramello's pops from Sugar Hill,You can feel 'em in your vein,J be the cause for the kiss at your wake
212,Dead Prez,Hip-Hop,Brooklyn,"I got a fly spot downtown: Brooklyn, New York","We could, roll some weed, play some records and talk","Now I know you think I wanna fuck, and no doubt"
213,Dead Prez,Hip-Hop,New York,"I got a fly spot downtown: Brooklyn, New York","We could, roll some weed, play some records and talk","Now I know you think I wanna fuck, and no doubt"
214,Dead Prez,Hip-Hop,Mars,No one knows if there\'s UFOs or any life on Mars,Feedin\' our children miseducation,Or what they doin\' when they up in the stars
215,Dead Prez,Hip-Hop,Marcy,"Prezident, Nostrand Ave, Marcy","Holton street, Dean street","Orange Ave, RBGs T-Town, who wanna ride"
216,Dead Prez,Hip-Hop,Orange Ave,"Orange Ave, RBGs T-Town, who wanna ride","Prezident, Nostrand Ave, Marcy","Brooklyn, come on, come on"
217,Dead Prez,Hip-Hop,Brooklyn,"Brooklyn, come on, come on","Orange Ave, RBGs T-Town, who wanna ride",
218,Dead Prez,Hip-Hop,Southside,Head to the notorious Southside,"Let's ride, steppin' outside like warriors",One weapon to the four of us
219,Dead Prez,Hip-Hop,Portland,"So I'm at Portland, Oregon tryin' to slip you these raps",I ain't slippin' through the cracks,The first black in the suburbs
220,Dead Prez,Hip-Hop,Oregon,"So I'm at Portland, Oregon tryin' to slip you these raps",I ain't slippin' through the cracks,The first black in the suburbs
221,Dead Prez,Hip-Hop,Brooklyn,"Brooklyn, come on, come on","Tee Town, who wanna ride",We got to get over
222,Dead Prez,Hip-Hop,Rwanda,"Coupe tete boule kay, Rwanda, Nigeria (""Africa\'s in the house"")","Uhuru (""Africa\'s in the house"")","My nigga Dedan, Abu (""Africa\'s in the house, they get petrified"")"
223,Dead Prez,Hip-Hop,Nigeria,"Coupe tete boule kay, Rwanda, Nigeria (""Africa\'s in the house"")","Uhuru (""Africa\'s in the house"")","My nigga Dedan, Abu (""Africa\'s in the house, they get petrified"")"
224,Dead Prez,Hip-Hop,Dedan,"My nigga Dedan, Abu (""Africa\'s in the house, they get petrified"")","Coupe tete boule kay, Rwanda, Nigeria (""Africa\'s in the house"")",
225,Dead Prez,Hip-Hop,Abu,"My nigga Dedan, Abu (""Africa\'s in the house, they get petrified"")","Coupe tete boule kay, Rwanda, Nigeria (""Africa\'s in the house"")",
226,Dead Prez,Hip-Hop,the North Star,I\'m a runaway slave watching the North Star,It\'s too gory for them televised fables on cable,"Shackles on my forearm, running with a gun in my palm"
227,Dead Prez,Hip-Hop,Ghana,"No, I wasn\'t born in Ghana, but Africa is my momma",[Verse 3: M-1],And I did not end up here from bad karma
228,Dead Prez,Hip-Hop,Africa,"No, I wasn\'t born in Ghana, but Africa is my momma",[Verse 3: M-1],And I did not end up here from bad karma
229,Dead Prez,Hip-Hop,Puerto Rico,"Puerto Rico, Haiti, and J.A",A-F-R-I-C-A,"New York and Cali, F-L-A"
230,Dead Prez,Hip-Hop,Haiti,"Puerto Rico, Haiti, and J.A",A-F-R-I-C-A,"New York and Cali, F-L-A"
231,Dead Prez,Hip-Hop,New York,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland"
232,Dead Prez,Hip-Hop,Cali,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland"
233,Dead Prez,Hip-Hop,Puerto Rico,"Puerto Rico, Haiti, and J.A",A-F-R-I-C-A,"New York and Cali, F-L-A"
234,Dead Prez,Hip-Hop,Haiti,"Puerto Rico, Haiti, and J.A",A-F-R-I-C-A,"New York and Cali, F-L-A"
235,Dead Prez,Hip-Hop,New York,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland"
236,Dead Prez,Hip-Hop,Cali,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland"
237,Dead Prez,Hip-Hop,Africa,"Fuck what you heard, I'm from Africa",[Verse 1: M-1],This ain't no act it's mathematical
238,Dead Prez,Hip-Hop,Brooklyn,Brooklyn blown away and the world will have to speculate,"They push the wrong buttons, count down to detonate","This is what we learn in the streets, fuck a degree"
239,Dead Prez,Hip-Hop,Orange Ave,"Orange Ave, RBGs","Nostrand Ave, DPz","Tee Town, who wanna ride"
240,Dead Prez,Hip-Hop,Brooklyn,"Brooklyn, come on, come on","Tee Town, who wanna ride",
241,Dead Prez,Hip-Hop,Southside,Heading to the notorious Southside,"Let's ride, stepping outside like warriors",One weapon to the four of us
242,Dead Prez,Hip-Hop,Vietnam,His pops was a Vietnam veteran on heroin,Another ghetto child got turned into a killer,Used like a pawn by these white North Americans
243,Dead Prez,Hip-Hop,Arctic,"That, in places like in the Arctic",I'm not a hunter but I am told,Where indigenous people sometimes might hunt a wolf
244,Dead Prez,Hip-Hop,Africa,Was the enemy when it first came to Africa,"Imperialism, white power is the enemy",Snatched up the first African;
245,Dead Prez,Hip-Hop,Hannibal,Under the leadership of Hannibal,They planned a full attack,The fattest pig in the pack
246,Dead Prez,Hip-Hop,West,"Livin in the wilderness of the West, we cold-hearted",Just one gun is all it take to get it started,
247,Dead Prez,Hip-Hop,Jamaica,Think of the rich countryside on the land of Jamaica,Celebration of life ‘cause every day is a surprise,"Mountains, springs, and green acres"
248,Dead Prez,Hip-Hop,springs,"Mountains, springs, and green acres",Think of the rich countryside on the land of Jamaica,Or any other place in the world your mind takes you
249,El-P,Hip-Hop,La,La casa se me vino encima,Desperté sin ti (sin ti),"Pensándote, buscándote"
250,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
251,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
252,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
253,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
254,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
255,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
256,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
257,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
258,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo
259,El-P,Hip-Hop,N.I.C.K,N.I.C.K,No-No-Noriel,Dímelo Nicky
260,El-P,Hip-Hop,casa,"Oye mami, vuelve a casa please","""El Capitán"" Yandel",Te necesito baby
261,El-P,Hip-Hop,La,La casa se me vino encima,Desperté sin ti,"Pensándote, buscándote"
262,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
263,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
264,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
265,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
266,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
267,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
268,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
269,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
270,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo
271,El-P,Hip-Hop,Coro,[Coro: Bad Bunny & Noriel],,"Baby, apaga el celular, te voy a buscar a las 12"
272,El-P,Hip-Hop,buscar,"Baby, apaga el celular, te voy a buscar a las 12",[Coro: Bad Bunny & Noriel],"Si tu hombre no\' coge, dile que está mal, que tú no me conoce\' (Que tú no me conoce\')"
273,El-P,Hip-Hop,buscar,"Baby, apaga el celular, te voy a buscar a las 12","Cuando él te deja sola, tú te vuelves loca por estar conmigo","Si tu hombre no\' coge, dile que él \'tá mal, que tú no me conoces (Que tú no me conoce\')"
274,El-P,Hip-Hop,¡wuh,"Y dile a tu novio que evite, si no quiere que el AK lo enderece, ¡wuh! (Prr)","Pichea la\' estupidece\' (Wuh), ponte de rodilla\' y no es pa\' que rece\' (Jejeje)",Yo voy a darte pa\' que to\'a la vida te acuerdes de mí
275,El-P,Hip-Hop,Montana,Tony Montana chingándose a Elvira,"Dile que hoy yo ando con el lightsaber, como Obi-Wan (Ah, ah)",Ya e\' experta creando mentiras
276,El-P,Hip-Hop,Coro,"[Coro: Bad Bunny, Noriel & Almighty]","Contigo el condón se le expira, yeh (Brra)","Baby, apaga el celular, te voy a buscar a las 12"
