,Artist,Song Name,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
1816,Ja Rule,Put It on Me,Staten Island,"Big shout to all my Queens niggas, all my Staten Island niggas",To the world famous Murda Inc. Show,"All my Uptown niggas, all my Brooklyn niggas","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1817,Ja Rule,Put It on Me,Brooklyn,"All my Uptown niggas, all my Brooklyn niggas","Big shout to all my Queens niggas, all my Staten Island niggas","All my Bronx niggas, yeah, all my Jersey niggas, you know?","{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.5859}",0.0,0.324,0.676,-0.5859
1818,Ja Rule,Put It on Me,Bronx,"All my Bronx niggas, yeah, all my Jersey niggas, you know?","All my Uptown niggas, all my Brooklyn niggas",We doing it real big right here (All my money niggas),"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.5859}",0.0,0.444,0.556,-0.5859
1819,Ja Rule,Put It on Me,Jersey,"All my Bronx niggas, yeah, all my Jersey niggas, you know?","All my Uptown niggas, all my Brooklyn niggas",We doing it real big right here (All my money niggas),"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.5859}",0.0,0.444,0.556,-0.5859
1821,Ja Rule,Put It on Me,Harlem,I\'m here to make this rap shit hotter than Harlem,And stuck somewhere between Gomorrah and Sodom,"Fuck the dog, we werewolves is out on the prowl","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}",0.0,0.25,0.75,-0.25
1822,Ja Rule,Put It on Me,Jersey,"You know, all my Jersey niggas (All my Boston niggas)",It\'s not a game no more (Queens in this motherfucker),"All my Brooklyn niggas, Brooklyn, sir, what up?","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.2235}",0.191,0.0,0.809,0.2235
1824,Ja Rule,Put It on Me,Brooklyn,"All my Brooklyn niggas, Brooklyn, sir, what up?","You know, all my Jersey niggas (All my Boston niggas)","Haha, yeah, holla at me, man2Embed', 'It’s Murda Lyrics[Interlude]","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",0.0,0.211,0.789,-0.34
1825,Ja Rule,Put It on Me,Brooklyn,"All my Brooklyn niggas, Brooklyn, sir, what up?","You know, all my Jersey niggas (All my Boston niggas)","Haha, yeah, holla at me, man2Embed', 'It’s Murda Lyrics[Interlude]","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",0.0,0.211,0.789,-0.34
1829,Grandmaster Caz,Put It on Me,Jersey,He said these people in Jersey got two for the game,"I said, Why? You ain\'t no emcee",They need a third so they picked me,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",0.0,0.306,0.694,-0.296
1831,Grandmaster Caz,Put It on Me,New York,"I think with my head, but I feel with my heart, nigga!4Embed"", 'Wild Style Subway Rap LyricsSouth Bronx, New York, what do I see?",Always first to start nigga,Kids growing up in the community,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1833,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Kids growing up in the community,Kids growing up in the community,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.1779}",0.254,0.0,0.746,0.1779
1835,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York that\'s where I dwell","And tell me, where do I fit in?",To a lot of people it\'s a living hell,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.294,0.0,0.706,0.3612
1838,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",,Talent rising out of the community,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1840,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Talent rising out of the community,Talent rising out of the community,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.359,0.0,0.641,0.4215
1842,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",,Talent rising out of the community,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1844,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Talent rising out of the community,Talent rising out of the community,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.359,0.0,0.641,0.4215
1846,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",,Talent rising out of the community,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1848,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Talent rising out of the community,"Talent rising out of the communityEmbed', 'Get Down Grandmaster Lyrics[Verse 1]","{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.359,0.0,0.641,0.4215
1851,Grandmaster Caz,Put It on Me,New York,A funny thing happened in New York streets,Made everybody want to be a DJ,"Rhymes were being said, along with the beats","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.206,0.0,0.794,0.0772
1854,Fat Joe,What’s Luv?,Harlem,"Call me Joey I'm a Bada$$, Harlem world like Baghdad","Yeah, WHOOP! WHOOP! WHOOP!","Come through with a black flag and Supreme Vans, the Half Cabs","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.4724}",0.506,0.0,0.494,0.4724
1856,Fat Joe,What’s Luv?,Montana,[Verse 3: French Montana],,Han! Han! Han! Work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1865,Fat Joe,What’s Luv?,Harlem,"Uhh! Yeah, Harlem is back (TS)",[Intro: Mase & (Lil Jon)],Who in the world want a problem with that? (Fo\' real),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1866,Fat Joe,What’s Luv?,Harlem,I heard Harlem is back (You know we had to do the remix),Who in the world want a problem with that? (Fo\' real),Who in the world want a problem with that?,"{'neg': 0.225, 'neu': 0.667, 'pos': 0.108, 'compound': -0.34}",0.108,0.225,0.667,-0.34
1867,Fat Joe,What’s Luv?,Harlem,"Uhh! Yeah, Harlem is back (Lil Jon nigga!)",(Yeah! Eminem nigga!),Who in the world want a problem with that? (Mason Betha!),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1868,Fat Joe,What’s Luv?,Harlem,I heard Harlem is back (Fat Joe!),Who in the world want a problem with that? (Mason Betha!),Who in the world want a problem with that? (Let\'s go!),"{'neg': 0.243, 'neu': 0.651, 'pos': 0.106, 'compound': -0.4003}",0.106,0.243,0.651,-0.4003
1870,Fat Joe,What’s Luv?,Harlem,You don\'t want no problems with Harlem,[Verse 2: Eminem & Lil Jon],You don\'t want no problems with the boogie-down Bronxster,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1873,Fat Joe,What’s Luv?,Miami,"Even further to Miami, all the way back to Californ-i-a","The best from each coast, the midwest to the dirty-dirty",It\'d probably be best right now if I warn Dre (Yo Dre),"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.318,0.0,0.682,0.6369
1877,Fat Joe,What’s Luv?,South,Now why's everybody so mad at the South for?,[Verse 2: Fat Joe],"Change your style up, switch to southpaw","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1878,Fat Joe,What’s Luv?,Cali,"That ganja green, that Cali weed",My dirty bro sippin' that promethazine,A nigga lose his life tryna roll on me,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}",0.0,0.367,0.633,-0.4404
1881,Fat Joe,What’s Luv?,Bronx,I\'m the kid out of the Bronx that\'ll stomp you to death like it didn\'t matter,"Soon as I chitter chatter, your shit\'ll shatter","I\'m even better than before, iller metaphors","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1894,Fat Joe,What’s Luv?,Bronx,For sweepin them floors in them Bronx apartments,Now it's skyblue Phantoms and stretch Maybachs,Mira esta que on that red carpet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1901,Big Daddy Kane,What’s Luv?,Cali,Like a crazy man from Cali son,"If your shit stinks I\'mma flush ya, then bust ya","My jams be packed like a Farrakhan rally, what?","{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.6808}",0.0,0.412,0.588,-0.6808
1903,Big Daddy Kane,What’s Luv?,Brooklyn,"The, incredible skills of the G from Brooklyn, big up kid","Uhh, the greatest nigga to touch it, you niggas can\'t fuck with","And ain\'t no eating me up, you fast fuckin with jigga","{'neg': 0.309, 'neu': 0.471, 'pos': 0.22, 'compound': -0.1779}",0.22,0.309,0.471,-0.1779
1906,Big Daddy Kane,What’s Luv?,East,"East to the Benz, I slowly walked",Went for Tootie \'cause the girl was much older,Clearing out my throat so I cold start my smooth talk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1910,Big Daddy Kane,What’s Luv?,New York,Tour from New York to South Dakota,"I\'m the rap promoter, I start to motor",Drink ginger ale or root beer soda,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1913,Big Daddy Kane,What’s Luv?,Brooklyn,The Brooklyn style cause that is where I'm from,The rhymes they flow accordin' to the drum,You want the funk so let me give you some,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1916,Big Daddy Kane,What’s Luv?,New York,I walked barefoot from New York to Dallas,Well you ain\'t sayin nothin slick to a can of oil,Won for Pimp of the Year at the Caesar\'s Palace,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.189,0.0,0.811,0.2732
1920,Big Daddy Kane,What’s Luv?,New York,I made the streets of New York hot as a SAUNA,So bitches wouldn\'t have to go out and rob,And hung a Home Sweet Ho sign on every corner,"{'neg': 0.527, 'neu': 0.473, 'pos': 0.0, 'compound': -0.8313}",0.0,0.527,0.473,-0.8313
1921,Big Daddy Kane,What’s Luv?,New York,Walk from New York to Los Angeles and throw the bones away,You gotta cook me a chicken and a half a day,You gotta be BORN BLIND and cannot see,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1924,Big Daddy Kane,What’s Luv?,L.A.,And all praises due to the L.A. crew,And say peace to the old school,You put your state on the map and kept bringin rap through,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.368,0.0,0.632,0.5423
1925,Big Daddy Kane,What’s Luv?,Miami,I can't forget the brothers that's down in Miami,You put your state on the map and kept bringin rap through,You're still 2 Live if you never get a Grammy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1927,Inspectah Deck,Lesson Learn’d,Jersey,Them Jersey niggas don't play,Niggas in the streets gon' learn,Niggas in the streets gon' learn,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.0,0.324,0.676,-0.34
1928,Inspectah Deck,Lesson Learn’d,Staten Island,Them Staten Island niggas don't play,Niggas in the streets gon' learn,,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.0,0.324,0.676,-0.34
1929,Inspectah Deck,Lesson Learn’d,Jersey,Them Jersey niggas don't play,Niggas in the streets gon' learn,Niggas in the streets gon' learn,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.0,0.324,0.676,-0.34
1930,Inspectah Deck,Lesson Learn’d,Staten Island,Them Staten Island niggas don't play,Niggas in the streets gon' learn,,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.0,0.324,0.676,-0.34
1932,Inspectah Deck,Lesson Learn’d,Jersey,Them Jersey niggas don't play,Niggas in the streets gon' learn,Niggas in the streets gon' learn,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.0,0.324,0.676,-0.34
1933,Inspectah Deck,Lesson Learn’d,Staten Island,Them Staten Island niggas don't play,Niggas in the streets gon' learn,,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.0,0.324,0.676,-0.34
1937,Inspectah Deck,Lesson Learn’d,Chicago,"Cold like Chicago winds, taps on my convo","Chewing all food for thought, hard to swallow",El Diablo cross the Verrazano,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1027}",0.0,0.167,0.833,-0.1027
1939,Inspectah Deck,Lesson Learn’d,Jamaica,True fans get it hot like Jamaica sands,"Pleasure seekers, 50 thou' in the stands","Conquer land, wide like an eagle wingspan","{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.381,0.0,0.619,0.5719
1945,Inspectah Deck,Lesson Learn’d,Earth,Fire in my eyes as hot as Earth's core,"Obtain the food, clothing and the shelter that I search for","What hurts more, the fact that we still dirt poor","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1946,Inspectah Deck,Lesson Learn’d,Houston,"Yeah, yeah, we got a problem, Houston",Like we won\'t call Redman and get your address,Eyes all swoll when the God repute them,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.238,0.0,0.762,0.3612
1947,Inspectah Deck,Lesson Learn’d,Jersey,They don\'t respect you outside of Jersey,HOUSE NIGGA! You don\'t get your hands dirty,[Outro],"{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.4926}",0.0,0.313,0.687,-0.4926
1948,Inspectah Deck,Lesson Learn’d,Jersey,"They don\'t respect you outside of Jersey, man",[Outro],Nobody fucking knows you,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1955,Inspectah Deck,Lesson Learn’d,Jersey,They don\'t respect you outside of Jersey,Who\'s you? Who\'s you?,"Bow down to the face of greatness, mothafucka","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1958,Inspectah Deck,Lesson Learn’d,New York,"It\'s New York life, walk like what ya talk like",\'Cause nobody to trust but us,"Or you might, get tossed right off the ninth floor","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.2846}",0.301,0.0,0.699,0.2846
1960,Inspectah Deck,Lesson Learn’d,Staten Island,"Guns and wallets, prowess, Staten Island stylist","Blood kin, knowledge, knowledge, I build with rap scholars","12 men roster, live long, prosper","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1972,Inspectah Deck,Lesson Learn’d,Earth,"Poison sword seed technique, breathe the Earth",This time I spare no one,Take the head of those and feed 'em to the universe,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",0.0,0.355,0.645,-0.296
1975,GZA,Liquid Swords,Chicago,"Noriega, aimin' nozzles, stay windy in Chicago","Ironman be sippin' rum out of Stanley Cups, unflammable","Spine-tingle, mind boggles","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1983,GZA,Liquid Swords,East,"From East, West to ATCO, I bring it to a Next Plateau",The Epic is that I Rush Associated Labels,"But I keep it phat, though","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1984,GZA,Liquid Swords,West,"From East, West to ATCO, I bring it to a Next Plateau",The Epic is that I Rush Associated Labels,"But I keep it phat, though","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1988,GZA,Liquid Swords,Bronx,RZA: Don Rodriguez from the Bronx? Don Rodriguez?,DK: I know no such person,DK: I don't know who you're talkin' about,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",0.0,0.355,0.645,-0.296
1995,GZA,Liquid Swords,Brooklyn,"""A battle-A battle was fought, in Brooklyn...""",[Excerpt from TV report],"""Hessian Soldiers killed 3,000 men","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
1998,GZA,Liquid Swords,America,"""This was the first battle of America""","As well as the Park Slope and Gowanus neighborhoods""",,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.208,0.0,0.792,0.2732
1999,GZA,Liquid Swords,Brooklyn,"""The battle of Brooklyn depicted was the bloodiest",[Excerpt from TV report],Clash of the American revolution. Soldiers killed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2004,GZA,Liquid Swords,Brooklyn,"I\'m from Brooklyn, a place where stars are born","For do\'s I did, and for don\'ts, I said I won\'t","Streets are shot up, apartment buildings are torn","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2012,GZA,Liquid Swords,Earth,"I fashion the first tool, from the elements the Earth use",But instantly slap ya five like it\'s Palm Sunday,And built it to a complex network of communications,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.631}",0.424,0.0,0.576,0.631
2018,Kool Keith,Liquid Swords,New York,"I enter New York, no problem with my dick out","Step around like a Tampax, and step up next","California porno star, my ass you can lick out","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.263,0.0,0.737,0.3612
2019,Kool Keith,Liquid Swords,California,"California porno star, my ass you can lick out","I enter New York, no problem with my dick out","Saying ""What?"" with sperm dripping down your partner\'s butt","{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.802}",0.0,0.577,0.423,-0.802
2021,Kool Keith,Liquid Swords,Cali,"Movie star bitches, MC\'s lining up in Cali","I rhyme anywhere, golden showers up in Greek Alley","Drinking vodka, Absolut, sipping Tanqueray","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2023,Kool Keith,Liquid Swords,Philly,"I move with skill, ride through Philly streets and Cherry Hill","Ampex reels, makin' phone calls, I'm closin' deals","I'm doin' it well, I'm doin' it swell","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2027,Kool Keith,Liquid Swords,Texas,I tour with Anthrax through Texas with the Rolling Stones,"Changin' my zones, drinkin' cocktails on cellular phones","Booked by the agency, famous artists payin' me","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2033,Kool Keith,Liquid Swords,New York City,Spiderman saw Doctor Oct spittin' off the top of a New York City bus,The X Men drinkin' tea watchin' chicks with D cups,City Island eatin' shrimps,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2039,Kool Keith,Liquid Swords,New York,"I left New York, the city itself was stress depression","Smoking blunts, or looking for jazz records at the Roosevelt","High boots and urban beats, that wasn\'t my direction","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2040,Kool Keith,Liquid Swords,Manhattan,"From Manhattan I heat up, yo light up Times Square",Some rappers are bought and puppeteered like the Ninja Turtles,I make noise like open high hats on your cheap snare,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.217,0.0,0.783,0.3612
2041,Kool Keith,Liquid Swords,Bronx,"Straight from the Bronx, New York City","With special attraction, Kool Keith","Tickets, go on sale now","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.655,0.0,0.345,0.6908
2042,Kool Keith,Liquid Swords,New York City,"Straight from the Bronx, New York City","With special attraction, Kool Keith","Tickets, go on sale now","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.655,0.0,0.345,0.6908
2046,Kool Keith,Liquid Swords,Manhattan,Together in Manhattan we walk through SoHo,You can dance for me and act like you in a go-go,You dial my phone and tell me I'm home solo,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.2,0.0,0.8,0.3612
2050,Kool Keith,Liquid Swords,West,Three apartments on the West with 200 songs,"Of my royalty statements, my name is Matthew",Five minutes each on Ampex reels,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2061,Kool Keith,Liquid Swords,Texas,"Posses wait in Texas, Detroit for the bumrush",Thinkin bout your records how you pop doo-doo more,"You bringin rubber, your crew is nervous smokin dust","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2063,Kool Keith,Liquid Swords,New York,"You took New York, down South them folks, wasn't havin that","Your crew pressured more, to even act harder","Three kids from D.C. pulled out, what you laughin at?","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",0.0,0.213,0.787,-0.2263
2065,Kool Keith,Liquid Swords,Cali,"I'm out in Cali, San Bernardino Valley","Shootin gism, she ride like a Geo Prism","I'm on the hill, not North in Peekskill","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.294,0.0,0.706,0.3612
2069,Kool Keith,Liquid Swords,East,"Worldwide trunk funk, no jazz on the East","No infections, condom style, I got no yeast","Breakin honies down, mackin here to Petersberg","{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.5267}",0.0,0.468,0.532,-0.5267
2073,Kool Keith,Liquid Swords,California,"California butt, MC's suckin more what","Sound kicks, I got the fly broads in the mix","Like Gerald LeVert, you try to make it work","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2080,Kool Keith,Liquid Swords,Earth,"Y'all think I'm spaced out, human from the Earth planet",I circle like sharks while y'all panic - I cruise the Atlantic,That's right tomorrow I plan to boo your shows at the Apollo,"{'neg': 0.258, 'neu': 0.547, 'pos': 0.195, 'compound': -0.2023}",0.195,0.258,0.547,-0.2023
2083,Kool Keith,Liquid Swords,Bronx,"I\'m like a freak from Hunt\'s Point, the Bronx and the Goat",[Kool Keith],"Wear my drawers in tight mode, naked with no coat","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2084,Kool Keith,Liquid Swords,California,"I watch you shake it, like palm trees in California","I\'m shootin gizm, then after you can pick up next","Now you a lady, mature and I\'m rubbin on ya","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2087,Kool Keith,Liquid Swords,Texas,"Denver and Texas, and Cali on back to East","I\'m from the back kid, smooth with tons of grease","She hittin switches, and watch she make it lowride","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2088,Kool Keith,Liquid Swords,Cali,"Denver and Texas, and Cali on back to East","I\'m from the back kid, smooth with tons of grease","She hittin switches, and watch she make it lowride","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2089,Kool Keith,Liquid Swords,East,"Denver and Texas, and Cali on back to East","I\'m from the back kid, smooth with tons of grease","She hittin switches, and watch she make it lowride","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2091,Spoonie Gee,Liquid Swords,Africa,"You say from Africa to France, say to Germany",I drop a man where he stand right into the ground,Because you can\'t get a man tryin to mess with me,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}",0.0,0.208,0.792,-0.2732
2096,Spoonie Gee,Liquid Swords,South,I was raised in a city of the beautiful South,I\'m a beautiful lady in and out,Ya see I like a man with plenty of charm,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}",0.438,0.0,0.562,0.5994
2099,Spoonie Gee,Liquid Swords,There\,"There\'s plenty good lovin\', she\'s so excitin\'","Time, no fussin\', no time for fightin\'",She\'s got me doin things that I never did,"{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.5267}",0.0,0.468,0.532,-0.5267
2101,Spoonie Gee,Liquid Swords,Earth,"If it wasn\'t for her, I wouldn\'t be on Earth",She took care of me from the day of birth,Or even exist to tell you the truth,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}",0.262,0.0,0.738,0.4939
2102,Spoonie Gee,Liquid Swords,There\,There\'s nothing in the world to bring a mother back,No matter what I do or how I act,And you know that (And you know that!),"{'neg': 0.265, 'neu': 0.602, 'pos': 0.133, 'compound': -0.2732}",0.133,0.265,0.602,-0.2732
2103,Spoonie Gee,Liquid Swords,Earth,Give anyone on Earth what they need,"Well me, myself, will always succeed",Whether it\'s good loving or a sweet kiss,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}",0.57,0.0,0.43,0.6486
2106,Professor Griff,Liquid Swords,Earth,Put on this Earth with a gift,Striving to be somebody that could be respected,"Cause I\'m elected by the G, the O, the diggy diggy D","{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}",0.307,0.0,0.693,0.4767
2107,Professor Griff,Liquid Swords,Houston,"The Black Panther Party, Gisella Dundee Houston, Luke Skyywalker","Michael Stewart, Yusuf Hawkins, John Carlos, Geronimo Pratt","The Nation of Islam, Jimi Hendrix, W.E.B. Dubois, Fidel Castro","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2111,Professor Griff,Liquid Swords,Earth,The number one murderers on the Earth!,I charge the United States government with being,I charge the United States government with being,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.318,0.0,0.682,0.4215
2113,Professor Griff,Liquid Swords,Earth,"The number one deceivers, liars, kidnappers, thieves on the Earth!",I charge the United States government with being,I say America should go to a rap show and let me uh,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.318,0.0,0.682,0.4215
2114,Professor Griff,Liquid Swords,America,I say America should go to a rap show and let me uh,"The number one deceivers, liars, kidnappers, thieves on the Earth!",(Rap a little bit right here),"{'neg': 0.457, 'neu': 0.458, 'pos': 0.085, 'compound': -0.7712}",0.085,0.457,0.458,-0.7712
2116,Professor Griff,Liquid Swords,America,"""The average school in America do not know how to educate, they been too damn busy indoctrinating. And there\'s a difference between a education and an indoctrination.""","""Poet supreme""Embed', 'Pass The Ammo Lyrics[Intro]",Here we go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
2117,Professor Griff,Liquid Swords,There\,There\'s more to say,"Roughin\' her out, talkin\' about",Special request to Clay on the board,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
